0 0.000 0.00000000000000 0.00000000000000
4 0.000 189.37259582377811 701.16203655174445
15 0.000 656.65786718272943 3604.96070304987552
1 0.000 211.42254817070017 248.21432607473247
13 0.000 1004.55995838327067 966.62136624616255
2 0.000 61.63419304119287 583.15335935467999
16 0.000 1081.99089170237494 982.98376077028252
8 0.000 839.78184712470488 589.63082537709465
5 0.000 641.03327057497484 1764.20997884472354
19 0.000 1116.63298587506370 1014.41408687183582
7 0.000 661.29275901755682 84.91026796868091
14 0.000 1916.99551727863400 240.19448429678050
3 0.000 347.41437119239356 203.79480567531283
11 0.000 889.56640558365757 106.34537557330552
20 0.000 1443.23302316386753 623.38193636634480
17 0.000 1101.73083810568482 979.86241666508363
6 0.000 376.84657132753387 204.71640904449870
18 0.000 1112.10361962442903 1015.20762148580638
9 0.000 974.96834325678378 595.35274625660895
12 0.000 745.03494088760851 868.34131854516897
10 0.000 972.01541819195472 573.73990706916004
6 0.054 376.84657132753387 204.71640904449870
11 0.279 889.56640558365757 106.34537557330552
20 0.871 1443.23302316386753 623.38193636634480
17 2.126 1101.73083810568482 979.86241666508363
10 5.079 972.01541819195472 573.73990706916004
17 5.189 1099.85935997498200 979.93856789867459
18 8.943 1112.10361962442903 1015.20762148580638
9 9.062 974.96834325678378 595.35274625660895
12 10.453 745.03494088760851 868.34131854516897
14 10.637 1916.99551727863400 240.19448429678050
3 11.285 347.41437119239356 203.79480567531283
19 11.987 1116.63298587506370 1014.41408687183582
3 12.515 347.41437119239356 203.79480567531283
5 12.710 641.03327057497484 1764.20997884472354
8 13.418 839.78184712470488 589.63082537709465
7 13.596 661.29275901755682 84.91026796868091
6 13.931 376.84657132753387 204.71640904449870
16 14.070 1081.99089170237494 982.98376077028252
20 14.715 1442.75032684217831 621.13856156852705
11 15.416 889.56640558365757 106.34537557330552
10 17.698 972.01541819195472 573.73990706916004
17 20.151 1098.04309683793440 981.98705118941109
18 25.100 1112.10361962442903 1015.20762148580638
9 25.467 974.96834325678378 595.35274625660895
14 25.997 1916.99551727863400 240.19448429678050
12 26.034 745.30702723549450 872.53116279777782
19 27.022 1119.95154763629444 1013.87572994796483
